5,4,2
6,4,3
7,8,6
8,8,7
9,16,14
10,16,8
11,32,20
12,32,19
13,64,38
14,64,33
15,128,28
16,128,67
17,256,102
18,256,84
19,512,168
20,512,102
21,1024,174
22,1024,225
23,2048,286
24,2048,177
25,4096,344
26,4096,329
27,8192,360
28,8192,165
29,16384,394
30,16384,100
31,32768,370
32,32768,192
33,65536,140
34,65536,110
35,131072,60
36,131072,51
37,262144,110
38,262144,9
39,524288,0
40,524288,12
41,1048576,20
42,1048576,0
43,2097152,0
44,2097152,0
45,4194304,0
46,4194304,0
