1,37,4,34,5,33,6,32,7,31,8,30,9,29,12,26,14,24
2,36,3,35,4,34,8,30,10,28,11,27,13,25,14,24,15,23
2,36,4,34,5,33,6,32,7,31,9,29,12,26,13,25,16,22
1,37,5,33,8,30,9,29,10,28,12,26,14,24,16,22,17,21
2,36,3,35,5,33,6,32,7,31,8,30,13,25,16,22,18,20
3,35,4,34,7,31,8,30,10,28,11,27,13,25,16,22,18,20
1,37,2,36,6,32,10,28,11,27,12,26,15,23,17,21,18,20
2,36,3,35,4,34,11,27,12,26,14,24,15,23,17,21,18,20
1,37,6,32,9,29,10,28,14,24,15,23,16,22,17,21,18,20
